satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Female,Loyal Customer,27,Business travel,Business,4705,2,1,1,1,2,2,2,2,2,4,2,2,2,2,0,0
dissatisfied,Female,Loyal Customer,52,Business travel,Eco Plus,220,3,4,4,4,4,3,4,3,3,3,3,3,3,1,4,0
satisfied,Male,Loyal Customer,46,Business travel,Business,581,3,3,3,3,5,4,5,5,5,5,5,1,5,2,0,0
satisfied,Male,disloyal Customer,18,Business travel,Eco,2585,5,2,5,3,3,5,3,3,3,2,4,5,5,3,0,0
dissatisfied,Male,disloyal Customer,28,Business travel,Eco,1859,4,4,4,3,4,4,4,4,5,3,5,3,4,4,37,68
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,740,1,1,1,1,5,5,5,5,4,2,4,3,4,5,50,23
satisfied,Female,Loyal Customer,52,Business travel,Business,1207,1,1,1,1,3,4,5,3,3,3,3,5,3,3,18,34
satisfied,Male,Loyal Customer,40,Business travel,Business,3456,2,2,2,2,5,1,5,5,5,5,5,3,5,3,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2079,2,2,2,3,1,2,1,1,4,4,4,4,5,1,1,4
dissatisfied,Male,disloyal Customer,16,Business travel,Eco,1491,3,0,3,3,1,3,1,1,2,1,3,4,3,1,0,0
satisfied,Male,Loyal Customer,41,Business travel,Eco Plus,1967,5,1,1,1,5,5,5,5,4,2,5,1,4,5,0,0
dissatisfied,Female,disloyal Customer,32,Business travel,Eco,1581,2,0,2,3,2,2,3,2,5,1,1,1,3,2,0,0
dissatisfied,Female,disloyal Customer,51,Business travel,Eco,1634,3,5,3,3,5,3,3,5,1,1,3,4,1,5,57,56
dissatisfied,Female,disloyal Customer,75,Business travel,Eco,1401,2,0,2,4,2,2,1,2,5,3,3,1,3,2,1,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2511,5,2,5,5,1,3,1,5,5,5,5,2,5,1,1,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1166,2,2,2,2,5,5,4,2,2,2,2,5,2,4,8,4
satisfied,Male,Loyal Customer,40,Business travel,Business,2602,4,4,3,4,2,4,4,5,5,5,5,5,5,5,44,36
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1333,1,5,1,2,2,1,2,2,4,3,4,5,5,2,0,14
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2244,2,2,2,4,1,2,1,1,1,5,1,3,2,1,98,74
dissatisfied,Female,Loyal Customer,55,Business travel,Eco,506,1,5,5,5,1,4,4,1,1,1,1,3,1,3,77,70
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,960,0,5,0,4,5,5,4,2,2,0,5,5,2,3,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco Plus,1611,2,2,2,2,3,3,4,5,5,5,5,1,5,4,71,65
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2520,5,1,1,1,5,5,4,5,5,5,5,4,5,2,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2886,3,4,3,4,5,3,5,5,4,2,3,3,5,5,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1286,3,2,3,3,1,3,1,1,3,2,2,2,2,1,2,0
dissatisfied,Female,disloyal Customer,10,Business travel,Eco,2132,3,2,2,3,3,2,2,4,3,3,4,2,3,2,0,49
dissatisfied,Female,Loyal Customer,54,Business travel,Business,1606,1,1,1,1,2,3,3,2,2,2,1,2,2,3,10,19
dissatisfied,Male,disloyal Customer,37,Business travel,Eco Plus,1826,3,3,3,3,2,3,1,2,1,1,3,3,3,2,0,0
satisfied,Male,Loyal Customer,55,Business travel,Business,2628,5,5,5,5,4,4,4,1,5,3,1,4,3,4,0,0
satisfied,Female,Loyal Customer,50,Business travel,Business,3309,5,1,5,5,2,4,5,5,5,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,47,Business travel,Business,866,1,1,1,1,3,5,5,5,5,5,5,4,5,4,28,27
dissatisfied,Male,Loyal Customer,26,Business travel,Eco,2064,4,3,3,3,4,4,2,4,3,5,3,1,3,4,48,43
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2819,3,3,3,3,4,3,4,4,4,5,3,2,3,4,0,0
satisfied,Male,Loyal Customer,49,Business travel,Business,3558,2,2,2,2,5,5,4,4,4,4,4,3,4,3,0,0
satisfied,Female,disloyal Customer,26,Business travel,Business,1310,4,0,4,4,5,4,5,5,4,2,4,4,5,5,17,6
dissatisfied,Female,disloyal Customer,27,Business travel,Eco Plus,1679,1,1,1,1,4,1,4,4,3,5,2,4,5,4,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2077,2,4,3,4,2,3,2,2,3,4,4,4,4,2,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Business,1996,2,4,2,4,3,2,3,3,5,3,5,5,5,3,6,0
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,956,3,3,3,3,2,3,2,2,2,5,3,1,2,2,0,0
dissatisfied,Male,Loyal Customer,59,Business travel,Eco Plus,1142,3,4,4,4,3,3,3,3,3,2,4,3,3,3,0,0
dissatisfied,Female,disloyal Customer,19,Business travel,Eco,2169,4,4,4,2,5,4,5,5,4,4,3,4,5,5,0,8
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1935,4,4,4,4,4,3,2,3,3,4,3,3,3,1,2,2
satisfied,Female,disloyal Customer,38,Business travel,Business,1041,5,5,5,4,4,5,2,4,5,5,4,4,4,4,58,43
dissatisfied,Female,Loyal Customer,20,Business travel,Business,2748,4,3,1,3,4,3,4,4,4,4,3,3,4,4,0,2
satisfied,Female,Loyal Customer,25,Business travel,Business,4488,2,2,2,2,5,5,5,5,1,5,4,1,5,5,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco Plus,468,3,3,1,3,4,4,4,4,4,4,5,3,4,4,6,9
satisfied,Male,Loyal Customer,46,Business travel,Business,1998,4,4,4,4,3,3,4,3,3,4,3,5,3,5,5,0
dissatisfied,Female,Loyal Customer,60,Business travel,Eco,340,4,3,3,3,1,4,4,4,4,4,4,1,4,2,54,53
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,1564,1,4,1,3,3,1,3,3,1,3,4,2,3,3,0,0
satisfied,Female,Loyal Customer,43,Business travel,Business,1485,5,5,5,5,3,5,4,5,5,5,5,3,5,4,14,0
satisfied,Female,Loyal Customer,35,Business travel,Business,71,5,5,5,5,1,4,2,4,4,4,3,1,4,2,0,0
dissatisfied,Female,Loyal Customer,66,Business travel,Business,806,3,5,2,5,1,3,4,3,3,3,3,1,3,3,53,48
satisfied,Male,Loyal Customer,44,Business travel,Business,1542,5,5,5,5,2,5,4,4,4,4,4,4,4,3,23,6
satisfied,Female,Loyal Customer,46,Business travel,Eco,313,4,2,2,2,1,5,5,4,4,4,4,4,4,1,79,69
satisfied,Female,Loyal Customer,56,Business travel,Business,3983,3,3,3,3,5,5,5,5,2,5,5,5,3,5,118,161
satisfied,Female,Loyal Customer,33,Business travel,Business,2639,2,2,2,2,4,4,4,2,3,2,2,4,1,4,140,129
dissatisfied,Male,disloyal Customer,47,Business travel,Business,2214,4,4,4,3,2,4,2,2,3,3,5,4,5,2,0,0
satisfied,Female,Loyal Customer,23,Business travel,Business,3040,2,2,2,2,5,5,5,5,1,4,1,1,5,5,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1593,1,4,1,1,3,1,3,3,3,4,5,4,4,3,3,2
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1327,1,5,5,1,5,5,5,5,4,4,5,3,5,5,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco Plus,280,3,3,3,3,4,4,4,4,3,3,4,3,4,4,0,0
dissatisfied,Female,Loyal Customer,32,Business travel,Business,3897,3,5,5,5,3,3,3,3,2,4,4,4,4,3,0,0
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,2329,3,3,3,3,3,3,2,3,1,4,1,4,5,3,0,0
satisfied,Female,Loyal Customer,60,Business travel,Business,343,0,0,0,1,3,5,4,1,1,1,1,5,1,5,0,0
dissatisfied,Male,disloyal Customer,33,Business travel,Business,1544,1,1,1,3,4,1,4,4,5,4,4,5,4,4,0,0
satisfied,Female,Loyal Customer,27,Business travel,Business,3675,3,3,3,3,4,5,5,4,5,4,4,5,3,5,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,2372,5,5,5,5,3,5,4,5,5,5,5,4,5,5,0,0
satisfied,Male,Loyal Customer,32,Business travel,Business,3600,1,1,1,1,4,4,5,4,3,2,4,4,5,4,0,0
satisfied,Male,Loyal Customer,58,Business travel,Business,3071,4,4,4,4,4,5,5,2,2,2,2,4,2,3,64,62
satisfied,Female,Loyal Customer,51,Business travel,Business,2157,1,1,1,1,5,3,5,5,5,5,5,3,5,3,31,38
dissatisfied,Male,Loyal Customer,27,Business travel,Eco Plus,1402,3,2,2,2,3,3,3,3,1,2,3,3,4,3,4,0
satisfied,Female,Loyal Customer,59,Business travel,Business,1812,2,1,2,2,5,5,5,3,3,3,3,3,3,3,0,12
satisfied,Male,Loyal Customer,36,Business travel,Business,3134,5,5,5,5,5,4,4,5,5,5,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1045,1,5,1,3,3,1,3,3,1,4,2,3,1,3,0,0
satisfied,Male,Loyal Customer,39,Business travel,Business,2717,2,2,2,2,5,5,5,4,4,4,4,3,4,5,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,67,5,5,5,2,3,5,4,4,4,5,4,4,4,5,0,2
satisfied,Male,Loyal Customer,30,Business travel,Business,5380,3,3,3,3,3,3,3,3,5,3,5,3,5,3,0,0
satisfied,Male,Loyal Customer,33,Business travel,Eco,1358,5,2,2,2,5,5,5,5,3,1,4,1,2,5,0,17
satisfied,Female,Loyal Customer,55,Business travel,Business,3015,4,4,4,4,5,5,5,5,5,5,5,4,5,3,53,45
satisfied,Male,Loyal Customer,52,Business travel,Business,3384,4,4,5,4,3,4,4,5,5,5,5,5,5,5,0,0
satisfied,Male,Loyal Customer,33,Business travel,Business,3222,0,4,0,4,1,1,1,1,3,1,5,1,1,1,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2486,3,3,3,3,5,3,4,5,5,5,3,4,4,5,0,5
satisfied,Male,Loyal Customer,53,Business travel,Business,1597,4,1,4,4,2,4,5,4,4,4,4,5,4,3,0,0
satisfied,Male,Loyal Customer,47,Business travel,Business,3799,5,5,5,5,2,5,5,4,4,4,4,3,4,4,50,52
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,354,4,1,4,4,4,4,4,4,3,5,3,1,4,4,0,0
satisfied,Male,Loyal Customer,50,Business travel,Business,2673,3,3,3,3,4,5,4,5,5,5,5,4,5,4,0,0
satisfied,Female,disloyal Customer,28,Business travel,Business,1632,4,4,4,3,3,4,3,3,4,5,4,3,5,3,10,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2164,2,2,3,2,4,4,5,2,2,2,2,4,2,3,5,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,648,3,2,2,2,3,4,3,3,3,2,4,2,5,3,0,3
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2175,4,4,4,2,4,1,1,5,5,5,4,1,5,1,9,0
dissatisfied,Male,Loyal Customer,33,Business travel,Eco Plus,1449,3,3,3,3,3,3,3,3,3,1,4,3,3,3,62,58
dissatisfied,Female,Loyal Customer,50,Business travel,Business,1901,2,2,2,2,2,2,2,2,2,2,2,4,2,3,15,4
satisfied,Male,Loyal Customer,47,Business travel,Business,2019,5,5,5,5,5,5,5,4,4,4,4,5,4,4,20,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1984,3,3,4,3,4,1,1,4,4,4,4,3,4,4,1,0
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,2613,4,4,4,2,5,4,5,5,2,4,3,1,3,5,15,5
satisfied,Female,Loyal Customer,50,Business travel,Business,2297,3,3,5,3,3,4,4,5,5,5,5,5,5,3,21,15
dissatisfied,Male,Loyal Customer,59,Business travel,Business,1696,2,1,1,1,2,3,4,2,2,3,2,4,2,4,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco Plus,1783,2,3,2,3,3,2,3,3,4,1,3,3,4,3,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco Plus,867,0,4,0,4,3,4,5,5,5,0,2,3,5,4,9,17
dissatisfied,Female,disloyal Customer,18,Business travel,Eco Plus,2405,2,2,2,4,2,5,5,2,2,3,3,5,1,5,132,117
dissatisfied,Female,disloyal Customer,80,Business travel,Business,549,2,2,2,4,4,4,3,3,3,2,3,3,3,2,11,19
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2502,4,4,0,4,2,0,2,2,1,5,1,4,3,2,1,0
satisfied,Male,Loyal Customer,52,Business travel,Business,1616,4,4,4,4,5,5,5,5,5,4,5,3,5,5,2,0
satisfied,Male,disloyal Customer,22,Business travel,Business,2651,5,0,5,3,3,5,3,3,3,4,4,3,4,3,3,2
satisfied,Male,Loyal Customer,25,Business travel,Business,3030,2,2,2,2,3,3,3,3,3,4,3,3,5,3,0,0
satisfied,Male,Loyal Customer,48,Business travel,Business,3115,5,5,5,5,4,5,5,4,4,4,4,5,4,3,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco Plus,2307,1,5,1,4,3,1,3,3,3,3,2,1,2,3,37,19
satisfied,Female,Loyal Customer,79,Business travel,Eco,761,4,4,3,4,5,2,3,4,4,4,4,1,4,1,0,0
dissatisfied,Female,Loyal Customer,52,Business travel,Business,2076,4,2,2,2,3,3,4,4,4,4,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1851,3,4,4,1,5,4,5,5,1,4,1,3,2,5,4,7
satisfied,Male,Loyal Customer,51,Business travel,Business,3948,5,5,5,5,4,5,4,4,4,4,4,3,4,5,0,0
dissatisfied,Male,disloyal Customer,29,Business travel,Eco Plus,2374,2,2,2,4,3,2,5,3,4,1,4,3,3,3,51,37
satisfied,Male,Loyal Customer,54,Business travel,Business,2616,2,2,2,2,2,4,4,4,4,5,4,3,4,4,0,7
satisfied,Female,Loyal Customer,59,Business travel,Business,2617,3,3,3,3,3,4,4,2,2,2,2,3,2,5,0,0
satisfied,Female,Loyal Customer,48,Business travel,Business,2373,5,5,5,5,5,4,5,2,2,2,2,4,2,3,72,72
satisfied,Female,Loyal Customer,40,Business travel,Business,2047,0,0,0,5,2,5,5,5,5,5,5,3,5,5,31,39
dissatisfied,Female,disloyal Customer,14,Business travel,Eco,2750,4,4,4,5,1,4,1,1,5,3,4,3,4,1,32,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1737,1,1,1,3,2,1,2,2,4,3,5,3,5,2,0,12
dissatisfied,Male,disloyal Customer,28,Business travel,Eco,1691,4,3,4,4,3,4,3,3,4,5,4,3,3,3,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco Plus,2328,5,3,2,4,2,4,4,4,4,3,3,4,1,4,77,144
dissatisfied,Female,Loyal Customer,46,Business travel,Eco,681,2,1,1,1,2,2,2,2,2,2,2,4,2,1,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1758,4,4,4,3,5,4,5,5,5,4,5,5,5,5,0,7
dissatisfied,Male,Loyal Customer,25,Business travel,Eco,1656,1,3,3,3,1,2,4,1,2,3,4,3,3,1,3,0
dissatisfied,Female,disloyal Customer,35,Business travel,Eco,2019,4,4,4,4,4,4,4,4,4,4,1,5,5,4,16,1
satisfied,Female,disloyal Customer,22,Business travel,Business,1994,4,0,3,4,1,3,1,1,5,4,5,5,5,1,17,11
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,459,3,3,3,3,3,4,5,4,4,4,4,3,4,5,0,0
satisfied,Male,Loyal Customer,39,Business travel,Business,2934,4,4,4,4,5,5,5,5,5,5,5,4,5,5,0,0
dissatisfied,Female,Loyal Customer,40,Business travel,Eco,1704,3,3,5,3,3,3,3,3,3,2,3,3,3,3,0,0
dissatisfied,Male,disloyal Customer,36,Business travel,Eco,2391,2,3,3,3,1,3,1,1,1,1,5,3,3,1,24,10
satisfied,Male,Loyal Customer,48,Business travel,Eco,1768,4,4,5,4,4,4,4,4,3,1,1,5,4,4,0,0
dissatisfied,Female,Loyal Customer,39,Business travel,Business,284,3,5,5,5,3,4,3,3,3,3,3,4,3,3,0,0
satisfied,Male,Loyal Customer,48,Business travel,Business,2188,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,6
satisfied,Female,Loyal Customer,44,Business travel,Business,475,3,3,1,3,3,1,3,4,4,4,4,3,4,1,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2108,4,1,4,3,3,4,3,3,2,2,3,3,4,3,0,0
satisfied,Male,Loyal Customer,60,Business travel,Eco,2524,4,5,5,5,4,4,4,4,5,2,1,1,1,4,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Eco Plus,1697,3,3,3,5,1,3,5,1,4,5,2,3,2,1,0,0
dissatisfied,Male,Loyal Customer,43,Business travel,Eco,2050,4,2,5,5,3,4,3,3,4,2,4,1,4,3,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1651,3,1,3,3,5,3,5,5,3,1,3,3,2,5,0,0
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,3109,1,1,1,3,1,1,1,1,3,1,3,1,3,1,2,8
satisfied,Female,Loyal Customer,23,Business travel,Business,4704,1,1,4,1,5,5,5,5,3,4,3,4,3,5,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Business,1240,1,0,1,5,2,1,2,2,4,4,4,3,5,2,0,2
dissatisfied,Female,Loyal Customer,41,Business travel,Eco,2201,3,3,2,3,3,3,3,3,4,4,3,3,2,3,0,0
dissatisfied,Female,Loyal Customer,31,Business travel,Eco,2841,3,5,5,5,3,3,3,3,3,1,4,1,3,3,3,0
satisfied,Male,Loyal Customer,56,Business travel,Business,2320,1,2,1,1,4,5,4,4,4,4,4,3,4,5,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,1768,2,0,2,4,5,2,5,5,3,1,2,3,3,5,18,18
satisfied,Male,Loyal Customer,46,Business travel,Eco,1981,3,3,3,3,3,3,3,3,2,4,3,5,3,3,5,3
dissatisfied,Male,Loyal Customer,38,Business travel,Business,2101,4,1,1,1,3,1,1,4,4,4,4,3,4,4,4,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1651,2,2,2,2,3,4,5,4,4,4,4,3,4,5,80,66
satisfied,Male,Loyal Customer,33,Business travel,Business,3956,3,3,3,3,4,4,4,4,3,1,2,2,5,4,0,3
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,3164,3,3,3,4,2,3,1,2,4,1,2,4,4,2,6,8
satisfied,Female,Loyal Customer,43,Business travel,Business,3640,3,3,3,3,2,2,2,5,5,5,5,4,5,2,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,375,4,4,4,3,3,5,5,5,5,4,5,5,5,4,7,0
dissatisfied,Female,Loyal Customer,15,Business travel,Eco Plus,2323,1,1,1,1,1,1,3,1,1,1,4,2,4,1,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,658,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,1
satisfied,Male,disloyal Customer,37,Business travel,Business,1553,4,4,4,2,4,4,3,4,3,4,5,4,5,4,1,0
satisfied,Female,Loyal Customer,40,Business travel,Business,409,4,4,4,4,2,5,4,5,5,4,5,3,5,4,1,0
dissatisfied,Male,disloyal Customer,39,Business travel,Eco,1315,2,0,2,5,3,2,3,3,4,3,1,4,2,3,0,0
satisfied,Male,Loyal Customer,30,Business travel,Business,4959,5,5,5,5,5,5,5,5,4,3,5,3,5,5,5,0
dissatisfied,Male,Loyal Customer,46,Business travel,Business,2817,2,1,1,1,4,3,3,2,2,2,2,4,2,2,4,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2157,4,1,4,4,4,5,4,5,5,5,5,3,5,3,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2115,3,4,3,3,4,3,3,4,5,3,5,3,4,4,23,18
dissatisfied,Male,disloyal Customer,48,Business travel,Eco,1070,4,4,5,2,4,5,4,4,1,3,3,3,5,4,0,0
dissatisfied,Female,Loyal Customer,63,Business travel,Business,335,3,3,3,3,5,4,3,3,3,3,3,3,3,4,1,0
dissatisfied,Male,disloyal Customer,36,Business travel,Business,1688,2,1,1,4,4,1,4,4,4,4,5,5,5,4,0,1
satisfied,Female,Loyal Customer,48,Business travel,Business,1617,4,4,4,4,5,4,4,4,4,4,4,3,4,4,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,2482,3,3,5,3,5,4,3,4,4,4,4,1,4,3,9,9
satisfied,Female,disloyal Customer,23,Business travel,Eco,1145,5,0,5,2,1,5,1,1,2,3,5,2,1,1,2,27
satisfied,Male,Loyal Customer,51,Business travel,Business,3058,5,5,4,5,2,5,4,4,4,4,4,3,4,3,0,0
satisfied,Female,Loyal Customer,32,Business travel,Business,5453,4,2,4,4,4,4,4,4,4,5,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1081,3,5,0,4,4,0,4,4,5,4,4,3,4,4,18,6
satisfied,Male,disloyal Customer,21,Business travel,Eco,1605,0,0,0,4,2,0,2,2,3,2,4,4,4,2,3,4
satisfied,Male,Loyal Customer,55,Personal Travel,Eco,1418,4,5,4,3,4,4,2,4,5,4,2,2,4,4,7,0
satisfied,Female,Loyal Customer,27,Business travel,Business,3515,5,5,5,5,4,4,4,4,5,3,4,3,4,4,0,0
satisfied,Male,Loyal Customer,20,Business travel,Business,4193,3,3,3,3,4,4,4,3,3,3,5,4,4,4,0,0
satisfied,Female,Loyal Customer,38,Business travel,Eco,1130,4,3,3,3,4,4,4,4,2,4,4,2,4,4,0,0
satisfied,Female,Loyal Customer,57,Business travel,Business,493,2,2,2,2,3,5,4,5,5,5,5,3,5,3,0,0
dissatisfied,Male,Loyal Customer,53,Business travel,Eco,1524,1,3,5,3,1,1,1,1,1,4,2,2,2,1,5,0
satisfied,Male,Loyal Customer,54,Business travel,Business,607,3,3,3,3,2,5,4,4,4,4,4,3,4,5,2,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2243,1,4,1,3,2,1,3,2,2,4,5,4,3,2,0,17
satisfied,Female,Loyal Customer,32,Business travel,Business,1160,3,3,3,3,5,5,5,5,4,2,4,4,5,5,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,671,0,0,0,1,5,4,4,3,3,3,3,5,3,3,7,4
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1320,2,2,3,2,5,5,5,3,4,4,5,5,4,5,2,0
dissatisfied,Female,disloyal Customer,51,Business travel,Eco Plus,1754,3,3,3,3,5,3,5,5,1,5,4,4,4,5,0,0
satisfied,Female,Loyal Customer,25,Business travel,Business,4247,3,3,3,3,5,5,5,5,4,5,4,5,4,5,53,37
dissatisfied,Female,Loyal Customer,53,Business travel,Business,3800,2,4,4,4,4,2,2,2,2,2,2,1,2,4,1,19
satisfied,Male,Loyal Customer,51,Business travel,Business,2687,2,2,2,2,5,4,4,4,4,4,4,3,4,3,0,4
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,101,5,5,5,5,4,4,4,4,4,3,4,3,4,4,0,0
satisfied,Male,Loyal Customer,32,Business travel,Eco,1447,5,1,1,1,5,5,5,5,2,1,5,1,3,5,0,0
satisfied,Female,Loyal Customer,40,Business travel,Business,448,5,5,5,5,5,5,4,2,2,2,2,3,2,4,43,44
satisfied,Male,Loyal Customer,40,Business travel,Eco,1361,5,2,2,2,5,5,5,5,4,1,4,1,3,5,0,0
satisfied,Female,Loyal Customer,33,Business travel,Business,3438,2,2,2,2,1,4,5,4,4,4,4,1,4,4,57,65
satisfied,Male,Loyal Customer,41,Business travel,Business,3484,5,5,5,5,5,5,5,4,4,4,4,5,4,3,0,16
satisfied,Male,Loyal Customer,33,Personal Travel,Eco Plus,1715,0,5,0,3,4,0,4,4,5,5,4,3,4,4,9,4
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,308,1,1,1,1,4,4,5,5,5,5,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,64,Business travel,Business,322,3,3,3,3,2,2,2,3,3,3,3,1,3,1,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1965,3,4,3,4,3,3,3,3,4,1,3,2,3,3,0,0
satisfied,Male,Loyal Customer,49,Business travel,Business,1100,3,3,3,3,3,4,5,5,5,5,5,4,5,5,25,22
satisfied,Female,Loyal Customer,37,Business travel,Eco,1534,5,2,2,2,5,5,5,5,3,3,2,3,3,5,30,28
satisfied,Male,Loyal Customer,23,Business travel,Eco,2375,0,3,0,2,5,0,5,5,1,3,5,5,5,5,0,2
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1341,3,4,3,4,5,3,5,5,3,3,3,2,3,5,0,0
satisfied,Female,Loyal Customer,30,Business travel,Eco Plus,1637,4,4,4,4,4,4,4,4,1,5,4,1,3,4,0,0
satisfied,Female,Loyal Customer,52,Business travel,Business,1776,4,4,2,4,5,5,4,5,5,4,5,5,5,3,60,36
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,971,2,5,0,1,4,0,4,4,3,5,4,4,4,4,45,45
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,2525,5,0,5,2,5,3,3,3,2,4,4,3,4,3,0,0
satisfied,Male,Loyal Customer,28,Business travel,Business,3527,1,1,1,1,3,4,3,3,5,3,5,4,5,3,36,37
dissatisfied,Female,disloyal Customer,25,Business travel,Business,1674,4,3,4,3,4,4,4,4,3,4,4,4,4,4,0,94
satisfied,Female,Loyal Customer,25,Business travel,Business,5041,5,5,5,5,5,5,5,5,4,4,4,2,3,5,0,0
satisfied,Female,Loyal Customer,52,Business travel,Business,2322,4,4,3,4,3,4,5,3,3,3,3,3,3,4,0,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,217,3,3,3,3,2,3,3,4,4,4,3,2,4,4,15,13
satisfied,Male,Loyal Customer,48,Business travel,Business,2598,2,2,2,2,2,3,5,3,3,3,3,3,3,5,68,65
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,71,2,2,2,2,2,5,4,3,3,3,3,3,3,3,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,1379,3,3,4,3,3,4,3,3,2,2,3,4,4,3,0,0
satisfied,Male,Loyal Customer,61,Business travel,Business,3474,1,1,1,1,4,4,5,2,2,2,2,5,2,3,13,15
satisfied,Female,Loyal Customer,40,Business travel,Business,522,3,3,3,3,3,4,4,5,5,5,5,2,5,1,0,26
satisfied,Female,Loyal Customer,53,Business travel,Business,2476,1,4,1,1,4,4,4,4,4,4,4,5,4,5,0,0
satisfied,Male,Loyal Customer,67,Personal Travel,Eco,2643,4,2,4,4,4,2,2,1,1,3,4,2,4,2,152,175
dissatisfied,Male,disloyal Customer,65,Business travel,Business,2091,3,3,3,3,2,3,2,2,3,2,4,3,4,2,3,0
satisfied,Female,Loyal Customer,35,Business travel,Business,1156,4,4,4,4,5,4,5,5,5,5,5,3,5,5,51,36
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,325,4,4,4,4,5,4,5,5,5,5,5,3,5,5,5,18
