satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2342,3,4,3,1,1,3,1,1,4,3,5,4,4,1,0,0
dissatisfied,Male,Loyal Customer,55,Business travel,Business,2025,5,4,2,4,4,4,3,5,5,4,5,1,5,1,14,16
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2514,2,2,2,3,1,2,1,1,3,4,4,3,4,1,0,0
satisfied,Female,Loyal Customer,38,Business travel,Business,217,3,3,3,3,4,3,1,5,5,5,4,2,5,2,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco Plus,1367,3,3,3,3,3,5,4,4,4,4,4,4,4,5,6,17
satisfied,Male,disloyal Customer,27,Business travel,Business,1554,0,0,0,3,3,0,3,3,3,4,4,5,4,3,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1913,4,3,3,3,5,5,4,4,4,4,4,3,4,1,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco Plus,2485,3,3,3,4,1,3,2,1,3,3,4,3,4,1,29,44
dissatisfied,Male,disloyal Customer,9,Business travel,Eco,3358,3,2,2,3,5,3,5,5,2,4,4,3,4,5,101,90
dissatisfied,Female,disloyal Customer,30,Business travel,Eco Plus,1897,1,1,1,3,4,1,2,4,4,2,3,3,4,4,13,12
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2067,3,3,3,4,5,3,5,5,3,3,3,3,3,5,23,16
satisfied,Male,Loyal Customer,51,Business travel,Business,271,1,1,1,1,2,4,5,4,4,4,4,3,4,5,116,107
satisfied,Male,Loyal Customer,17,Personal Travel,Eco,3360,5,4,5,5,4,5,4,4,4,3,5,5,4,4,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1096,0,5,0,4,5,0,3,5,5,3,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,34,Business travel,Business,2552,4,5,5,5,1,3,3,4,4,3,4,2,4,1,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1210,1,3,1,3,2,1,2,2,1,5,4,1,3,2,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2109,3,4,3,1,3,3,3,3,5,3,5,4,5,3,91,77
dissatisfied,Male,disloyal Customer,35,Business travel,Eco,2662,2,2,2,2,1,2,1,1,2,2,1,3,1,1,0,0
dissatisfied,Male,disloyal Customer,28,Business travel,Eco,2607,2,2,2,4,5,2,2,5,3,2,2,3,2,5,26,14
satisfied,Male,disloyal Customer,23,Business travel,Business,1874,4,3,5,3,1,5,1,1,4,2,4,5,5,1,0,6
dissatisfied,Female,Loyal Customer,51,Personal Travel,Eco,251,4,4,4,2,2,1,5,2,2,4,5,2,2,3,0,0
satisfied,Female,Loyal Customer,25,Business travel,Eco,1649,3,5,2,5,3,4,5,3,2,3,1,4,5,3,2,0
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2207,3,5,3,3,4,3,4,4,3,5,2,3,5,4,4,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,99,5,4,5,2,4,5,4,2,2,5,2,4,2,3,0,0
dissatisfied,Female,Loyal Customer,30,Business travel,Eco Plus,3725,3,3,3,3,3,3,3,3,2,2,3,1,3,3,2,10
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2619,4,4,4,4,3,4,4,4,4,4,4,5,4,3,46,73
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2685,3,2,3,3,3,3,3,2,1,2,3,3,1,3,224,205
satisfied,Female,Loyal Customer,45,Business travel,Business,2476,3,3,4,3,1,5,2,2,2,2,2,4,2,1,0,2
dissatisfied,Male,Loyal Customer,56,Business travel,Business,480,3,5,2,5,2,3,3,3,3,3,3,4,3,4,33,25
satisfied,Male,Loyal Customer,59,Business travel,Business,1690,2,2,2,2,4,3,4,5,5,5,5,5,5,4,0,17
satisfied,Male,Loyal Customer,53,Business travel,Business,3852,0,0,0,2,5,4,4,4,4,4,4,3,4,4,28,26
satisfied,Female,Loyal Customer,44,Business travel,Business,801,4,4,2,4,3,4,5,4,4,4,4,4,4,5,0,3
satisfied,Male,Loyal Customer,34,Business travel,Business,3483,1,1,2,1,2,4,4,5,5,5,5,5,5,5,0,0
satisfied,Male,Loyal Customer,53,Business travel,Business,1402,3,3,3,3,2,4,5,5,5,5,5,5,5,3,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,353,3,3,3,3,5,5,4,4,4,4,4,3,4,5,13,5
satisfied,Male,disloyal Customer,44,Business travel,Business,1226,5,5,5,2,3,5,3,3,3,3,4,4,5,3,0,0
dissatisfied,Male,Loyal Customer,52,Business travel,Business,2605,3,2,2,2,3,3,2,3,3,3,3,2,3,1,98,103
satisfied,Female,disloyal Customer,10,Business travel,Business,2193,0,0,0,4,1,0,1,1,3,3,5,3,5,1,4,2
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1690,1,1,1,1,5,1,5,5,4,3,2,2,2,5,0,0
dissatisfied,Female,disloyal Customer,33,Business travel,Eco,2489,1,1,1,3,5,1,5,5,2,4,1,5,2,5,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1523,2,4,2,5,3,2,4,3,5,3,4,3,1,3,16,16
satisfied,Male,Loyal Customer,50,Personal Travel,Eco,1816,5,3,5,4,3,5,3,3,2,1,3,4,3,3,0,0
dissatisfied,Male,Loyal Customer,18,Business travel,Business,5403,3,4,4,4,3,3,3,3,2,5,3,2,3,3,96,99
dissatisfied,Female,Loyal Customer,36,Business travel,Eco,2617,3,5,5,5,3,2,3,3,4,3,3,4,3,3,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1501,3,5,3,3,4,3,4,4,5,2,5,4,5,4,81,68
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2746,1,5,2,3,2,5,5,3,5,5,5,5,3,5,472,446
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1438,1,1,1,3,5,1,5,5,2,2,3,4,3,5,0,0
satisfied,Male,Loyal Customer,17,Business travel,Business,1415,1,1,3,1,3,4,3,3,3,3,4,4,5,3,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,1995,2,2,2,2,5,2,5,5,2,5,3,1,2,5,110,102
satisfied,Male,Loyal Customer,35,Business travel,Business,247,3,3,3,3,2,5,1,5,5,5,3,5,5,3,2,1
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,3318,4,5,5,5,4,2,2,4,4,4,4,3,4,1,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1275,3,5,3,5,3,3,3,3,4,2,3,5,5,3,68,59
satisfied,Female,Loyal Customer,48,Business travel,Business,3401,5,1,5,5,5,5,5,4,4,4,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,53,Business travel,Eco,1515,2,5,5,5,2,2,2,2,2,1,3,4,4,2,0,0
dissatisfied,Female,Loyal Customer,48,Personal Travel,Eco,904,3,5,3,4,2,5,4,2,2,3,2,5,2,5,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,2025,4,4,4,4,4,4,4,4,5,5,4,3,5,4,15,11
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1692,3,4,3,4,1,3,1,1,3,3,4,4,4,1,0,0
satisfied,Male,Loyal Customer,37,Business travel,Eco,1870,2,5,5,5,2,2,2,2,5,3,3,2,3,2,0,0
dissatisfied,Female,Loyal Customer,34,Business travel,Business,1953,2,4,2,2,1,2,3,2,2,2,2,2,2,4,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco Plus,2312,2,5,2,4,3,2,3,3,3,4,4,4,4,3,5,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1286,3,0,3,3,1,3,1,1,4,5,4,5,4,1,0,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco Plus,2530,2,1,2,4,1,2,1,1,3,1,2,4,4,1,0,0
satisfied,Male,Loyal Customer,36,Business travel,Business,2957,1,1,1,1,4,4,4,2,4,3,4,4,3,4,0,24
satisfied,Male,disloyal Customer,22,Business travel,Eco,1268,5,5,5,4,5,5,5,5,4,3,1,3,5,5,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2503,1,1,1,1,5,5,5,4,4,4,4,5,4,3,0,1
dissatisfied,Female,disloyal Customer,38,Business travel,Eco,1404,4,3,4,4,4,4,4,4,2,4,4,3,3,4,38,27
dissatisfied,Male,disloyal Customer,45,Business travel,Eco,2358,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,44
satisfied,Male,Loyal Customer,39,Business travel,Business,3816,2,2,2,2,3,5,5,5,5,5,5,4,5,4,4,2
satisfied,Female,Loyal Customer,42,Business travel,Business,3094,2,2,2,2,4,4,5,5,5,5,5,5,5,3,55,50
satisfied,Female,Loyal Customer,54,Business travel,Business,803,1,1,1,1,2,5,4,4,4,4,4,5,4,4,37,32
satisfied,Female,Loyal Customer,46,Personal Travel,Eco Plus,1175,2,2,2,2,4,4,5,5,5,5,5,3,5,5,24,17
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1279,3,3,3,3,1,3,1,1,3,1,4,1,3,1,0,11
satisfied,Female,Loyal Customer,43,Business travel,Business,420,4,4,4,4,5,5,4,2,2,2,2,5,2,4,16,13
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1572,2,1,4,3,5,4,5,5,1,1,2,2,4,5,1,4
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,3406,2,2,2,2,2,4,4,5,5,5,5,5,5,3,0,0
dissatisfied,Female,Loyal Customer,11,Business travel,Business,4017,1,5,5,5,1,1,1,1,3,1,4,4,4,1,55,57
dissatisfied,Female,Loyal Customer,29,Business travel,Business,3015,1,1,1,1,1,1,1,1,2,5,3,2,3,1,0,0
satisfied,Male,Loyal Customer,37,Business travel,Business,130,2,2,4,2,3,5,4,5,5,4,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,32,Business travel,Business,4596,2,4,3,4,2,2,2,2,3,4,3,4,4,2,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,3047,1,2,1,2,1,1,1,1,3,3,1,1,2,1,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1286,2,5,0,3,2,0,5,2,5,2,5,5,5,2,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,2600,5,3,5,3,3,5,3,3,4,2,3,1,5,3,0,0
satisfied,Female,Loyal Customer,39,Business travel,Business,2310,3,3,3,3,3,4,4,4,4,4,4,3,4,4,41,41
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1647,5,5,5,4,2,5,2,2,3,3,5,2,1,2,0,0
satisfied,Male,Loyal Customer,14,Personal Travel,Eco,2736,5,5,5,3,4,5,1,4,4,3,3,5,4,4,6,13
satisfied,Female,Loyal Customer,20,Business travel,Business,3060,5,5,5,5,4,4,4,4,4,2,5,3,4,4,21,8
satisfied,Female,Loyal Customer,55,Business travel,Business,1631,0,4,0,3,4,5,4,2,2,2,2,4,2,3,25,15
satisfied,Female,Loyal Customer,32,Business travel,Business,2589,3,3,5,3,5,5,5,5,3,5,4,3,5,5,0,2
satisfied,Female,Loyal Customer,42,Business travel,Business,2176,2,2,2,2,3,5,5,2,2,2,2,4,2,5,0,10
satisfied,Male,Loyal Customer,60,Business travel,Business,3912,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,0
satisfied,Male,Loyal Customer,65,Personal Travel,Eco,2046,4,3,4,3,1,4,1,1,1,1,3,4,4,1,0,0
dissatisfied,Female,disloyal Customer,21,Business travel,Eco,2229,2,4,2,4,5,2,5,5,2,5,4,3,4,5,39,33
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2303,2,2,2,2,2,4,5,4,4,4,4,3,4,4,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2694,2,2,2,2,5,5,5,5,3,4,5,5,5,5,72,55
satisfied,Male,Loyal Customer,55,Business travel,Business,525,4,4,4,4,4,4,4,5,5,5,5,3,5,3,0,0
satisfied,Female,Loyal Customer,53,Business travel,Business,1686,3,1,3,3,4,5,5,5,5,5,5,4,5,5,0,2
satisfied,Female,Loyal Customer,24,Business travel,Business,3906,5,5,5,5,4,4,4,4,4,2,3,1,2,4,1,4
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,203,4,5,4,4,2,4,2,2,5,5,5,5,5,2,0,0
dissatisfied,Female,disloyal Customer,28,Business travel,Business,2891,4,4,4,4,5,4,5,5,4,2,4,4,5,5,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2053,5,5,5,4,5,5,5,5,4,2,5,2,3,5,0,32
satisfied,Male,disloyal Customer,22,Business travel,Business,1572,0,0,0,2,5,0,5,5,5,5,4,5,5,5,0,4
dissatisfied,Female,Loyal Customer,66,Personal Travel,Eco,2036,3,5,3,1,3,2,2,4,2,5,4,2,4,2,152,142
dissatisfied,Female,Loyal Customer,65,Business travel,Eco,483,2,3,3,3,5,2,2,2,2,2,2,1,2,3,22,20
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2744,3,5,3,4,4,3,3,4,1,5,3,5,3,4,0,0
satisfied,Female,Loyal Customer,38,Business travel,Business,701,4,4,4,4,5,5,5,4,4,5,4,3,4,4,32,51
satisfied,Male,Loyal Customer,36,Business travel,Business,2373,2,2,5,2,4,4,4,5,5,5,5,3,5,4,0,2
satisfied,Female,Loyal Customer,48,Business travel,Business,490,4,4,2,4,1,2,2,4,4,4,4,5,4,3,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,895,3,3,5,3,3,4,5,4,4,5,4,5,4,5,0,9
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,763,0,2,0,3,1,3,4,2,2,0,2,1,2,1,0,20
dissatisfied,Male,Loyal Customer,10,Business travel,Eco,2614,2,4,4,4,2,3,2,3,1,4,3,2,2,2,315,307
dissatisfied,Male,disloyal Customer,25,Business travel,Business,1995,1,4,1,2,5,1,5,5,4,2,4,4,4,5,0,0
satisfied,Female,Loyal Customer,56,Business travel,Business,625,3,3,3,3,2,4,5,5,5,5,5,3,5,4,0,0
satisfied,Male,Loyal Customer,55,Business travel,Eco,1268,5,3,3,3,4,5,4,4,2,1,3,2,2,4,127,128
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,440,4,4,5,1,2,5,2,2,5,5,3,3,4,2,0,0
dissatisfied,Female,disloyal Customer,65,Business travel,Business,1836,2,2,2,1,3,2,3,3,4,2,5,3,4,3,0,0
dissatisfied,Female,Loyal Customer,57,Business travel,Eco,606,2,2,2,2,1,3,3,2,2,2,2,3,2,1,20,16
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1635,1,4,0,3,1,0,1,1,3,1,3,3,4,1,0,0
satisfied,Female,Loyal Customer,46,Business travel,Business,622,5,5,5,5,5,5,4,5,5,5,5,4,5,3,18,25
satisfied,Male,Loyal Customer,55,Business travel,Business,2466,4,4,2,4,5,5,4,4,4,4,4,4,4,3,3,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1385,2,2,2,4,3,2,3,3,2,4,3,2,4,3,10,5
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,3160,0,4,0,3,4,0,4,4,5,5,3,4,5,4,17,1
dissatisfied,Female,Loyal Customer,55,Business travel,Business,383,3,1,1,1,1,3,3,3,3,3,3,1,3,4,0,0
satisfied,Male,Loyal Customer,20,Business travel,Business,5184,1,1,1,1,4,4,5,4,4,4,4,3,5,4,0,1
satisfied,Female,Loyal Customer,39,Business travel,Business,2155,5,5,5,5,4,5,4,5,5,5,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1231,3,4,0,5,3,0,3,3,4,2,4,5,5,3,0,0
satisfied,Female,Loyal Customer,46,Business travel,Business,700,2,2,2,2,5,5,4,5,5,4,5,4,5,3,5,0
dissatisfied,Male,Loyal Customer,25,Business travel,Business,2121,4,3,3,3,4,4,4,4,3,2,4,2,3,4,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1770,2,1,2,3,5,2,5,5,3,1,3,4,3,5,0,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2256,2,5,2,5,4,2,4,4,4,4,5,4,5,4,0,0
satisfied,Female,Loyal Customer,43,Business travel,Eco,1231,5,1,4,1,4,3,5,5,5,5,5,1,5,5,16,0
dissatisfied,Female,Loyal Customer,66,Personal Travel,Eco,431,4,4,4,1,2,1,3,4,4,4,4,2,4,4,0,0
satisfied,Male,Loyal Customer,42,Business travel,Business,261,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,4
dissatisfied,Female,Loyal Customer,47,Business travel,Business,2383,4,3,3,3,3,2,2,4,4,3,4,1,4,3,0,0
satisfied,Female,Loyal Customer,47,Business travel,Business,1078,3,3,3,3,3,5,5,4,4,4,4,3,4,3,20,3
satisfied,Male,disloyal Customer,44,Business travel,Business,1860,4,4,4,1,2,4,2,2,4,5,4,3,4,2,8,8
dissatisfied,Female,Loyal Customer,32,Business travel,Business,4081,1,3,3,3,1,1,1,1,3,2,3,3,3,1,5,0
satisfied,Male,Loyal Customer,39,Business travel,Business,1405,2,2,2,2,3,5,4,4,4,4,4,3,4,3,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2033,2,2,2,2,1,2,1,1,1,2,4,5,2,1,0,1
satisfied,Female,Loyal Customer,51,Business travel,Business,3892,0,0,0,3,5,4,5,5,5,5,5,3,5,5,9,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1624,3,3,3,3,5,5,5,5,5,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,57,Business travel,Business,267,0,0,0,1,4,4,4,4,4,4,4,4,4,4,65,100
satisfied,Female,disloyal Customer,20,Business travel,Eco,2149,4,4,4,2,2,4,2,2,4,2,2,5,4,2,7,8
satisfied,Female,Loyal Customer,25,Personal Travel,Eco Plus,2353,4,4,5,1,2,5,2,2,5,5,3,3,4,2,0,0
satisfied,Female,Loyal Customer,48,Business travel,Eco,2740,5,4,4,4,5,5,5,2,2,5,4,5,1,5,205,196
satisfied,Male,Loyal Customer,8,Personal Travel,Eco,2670,4,4,5,2,5,5,5,5,2,1,2,5,3,5,0,3
satisfied,Male,Loyal Customer,40,Business travel,Business,2342,1,1,2,1,2,5,4,4,4,4,4,1,4,3,5,0
satisfied,Male,Loyal Customer,55,Personal Travel,Eco,2393,0,4,1,4,4,1,4,4,1,2,4,2,4,4,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1697,2,4,2,1,4,2,4,4,5,5,5,5,5,4,11,10
dissatisfied,Female,Loyal Customer,57,Personal Travel,Eco,2366,4,4,4,1,4,3,2,4,4,3,5,2,4,2,0,11
dissatisfied,Female,Loyal Customer,51,Business travel,Eco,1137,2,5,5,5,2,4,3,3,3,2,3,1,3,2,0,0
dissatisfied,Male,disloyal Customer,20,Business travel,Eco Plus,1499,2,3,2,3,4,2,4,4,1,4,3,1,3,4,43,59
satisfied,Male,Loyal Customer,31,Business travel,Business,1807,5,5,5,5,4,4,4,4,5,2,5,5,4,4,52,43
satisfied,Male,Loyal Customer,42,Business travel,Business,1211,1,1,1,1,3,2,2,5,5,4,5,4,5,4,39,37
satisfied,Male,disloyal Customer,17,Business travel,Eco,2646,4,3,3,2,3,3,3,3,4,2,5,3,4,3,21,14
satisfied,Female,disloyal Customer,37,Business travel,Business,1897,4,4,4,4,1,4,1,1,3,5,4,4,5,1,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2028,2,5,2,2,2,2,2,2,5,4,5,3,4,2,2,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Business,1357,3,3,3,2,2,3,1,2,4,3,4,3,3,2,0,0
satisfied,Female,Loyal Customer,23,Business travel,Eco,2249,5,2,2,2,5,5,4,5,3,2,5,1,4,5,3,4
satisfied,Male,Loyal Customer,48,Business travel,Business,2217,2,2,2,2,1,4,4,4,4,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,42,Business travel,Business,3623,4,4,4,4,1,3,1,4,4,4,4,5,4,1,0,2
satisfied,Male,Loyal Customer,66,Personal Travel,Eco,2267,4,4,4,2,3,4,2,3,5,5,4,3,5,3,43,11
satisfied,Male,Loyal Customer,56,Business travel,Business,1860,4,4,4,4,3,5,5,5,5,5,5,5,5,4,0,0
satisfied,Male,Loyal Customer,45,Business travel,Business,333,1,1,4,1,2,5,5,4,4,4,4,3,4,5,64,53
dissatisfied,Male,Loyal Customer,17,Business travel,Eco,2844,2,5,5,5,2,1,2,4,2,4,3,2,1,2,239,240
dissatisfied,Female,Loyal Customer,67,Business travel,Eco,809,2,1,1,1,3,3,2,2,2,2,2,1,2,4,23,28
satisfied,Female,Loyal Customer,25,Business travel,Eco,3628,4,1,2,2,4,4,4,4,2,5,4,1,1,4,0,4
dissatisfied,Female,Loyal Customer,17,Business travel,Business,2850,3,3,3,3,3,3,3,3,3,4,3,4,4,3,26,21
dissatisfied,Female,Loyal Customer,57,Business travel,Eco,63,3,1,1,1,5,3,4,3,3,3,3,3,3,4,0,0
satisfied,Male,Loyal Customer,33,Business travel,Business,4546,2,2,2,2,4,4,4,4,5,5,4,5,4,4,91,88
dissatisfied,Female,disloyal Customer,33,Business travel,Business,1217,2,1,1,2,3,1,3,3,5,5,5,3,5,3,14,15
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2290,3,1,3,3,5,3,4,5,2,2,3,1,2,5,11,0
satisfied,Female,Loyal Customer,35,Business travel,Business,866,4,4,4,4,4,5,4,4,4,4,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1799,1,3,1,5,3,1,1,3,3,2,2,1,2,3,26,26
satisfied,Female,Loyal Customer,45,Business travel,Eco,202,5,5,3,5,2,5,1,5,5,5,5,5,5,5,0,3
dissatisfied,Female,disloyal Customer,19,Business travel,Eco,1842,2,0,1,3,3,1,3,3,4,3,4,5,4,3,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Business,254,1,2,1,3,2,3,3,4,4,1,4,4,4,3,2,5
satisfied,Female,Loyal Customer,29,Business travel,Business,2589,3,3,3,3,3,4,3,3,5,5,4,2,4,3,13,0
satisfied,Female,Loyal Customer,55,Business travel,Business,3816,5,5,3,5,5,5,5,4,4,4,4,3,4,3,121,121
satisfied,Female,Loyal Customer,60,Business travel,Business,1789,4,4,4,4,3,4,5,5,5,5,5,4,5,5,0,0
satisfied,Male,Loyal Customer,48,Business travel,Business,531,1,1,1,1,2,4,5,2,2,2,2,5,2,4,6,0
satisfied,Male,Loyal Customer,41,Business travel,Business,3844,5,5,5,5,4,5,4,5,5,5,5,5,5,3,0,0
satisfied,Male,Loyal Customer,44,Business travel,Business,1865,2,2,5,2,4,4,5,5,5,4,5,5,5,4,0,0
dissatisfied,Female,Loyal Customer,53,Business travel,Business,2897,1,1,1,1,2,4,4,1,1,1,1,1,1,1,0,0
dissatisfied,Male,Loyal Customer,41,Business travel,Eco,2484,2,3,5,3,2,2,2,2,3,4,2,1,3,2,0,0
dissatisfied,Female,Loyal Customer,50,Personal Travel,Eco,664,4,1,4,3,1,4,4,2,2,4,2,3,2,2,0,0
satisfied,Female,Loyal Customer,50,Business travel,Business,460,5,5,4,5,3,4,5,4,4,4,4,4,4,5,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1854,2,2,5,2,5,4,4,3,3,4,3,4,3,4,0,0
dissatisfied,Male,Loyal Customer,58,Business travel,Eco Plus,2947,3,4,4,4,3,3,3,3,4,4,4,2,4,3,5,6
satisfied,Female,Loyal Customer,38,Business travel,Eco,1629,4,3,3,3,4,4,4,4,2,2,3,3,3,4,57,61
satisfied,Male,Loyal Customer,36,Business travel,Business,3321,4,4,4,4,3,5,1,5,5,5,5,2,5,3,0,0
dissatisfied,Female,Loyal Customer,40,Business travel,Eco,2909,4,5,5,5,4,4,4,4,4,5,4,1,3,4,2,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1734,1,1,1,3,4,1,4,4,4,4,3,4,4,4,0,0
dissatisfied,Female,Loyal Customer,14,Personal Travel,Eco,1529,3,5,3,4,2,3,2,2,3,2,4,5,4,2,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1811,5,4,5,3,3,5,3,3,4,2,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1441,1,4,2,2,5,2,5,5,5,2,4,4,4,5,10,9
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2438,1,5,1,2,4,1,1,4,4,5,4,1,1,4,0,0
dissatisfied,Female,Loyal Customer,59,Business travel,Eco,684,3,5,5,5,5,3,4,3,3,3,3,3,3,3,0,0
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,4506,2,2,2,4,2,4,4,1,3,3,4,4,2,4,0,0
satisfied,Female,Loyal Customer,39,Business travel,Business,94,4,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0
satisfied,Female,disloyal Customer,27,Business travel,Business,1427,4,4,4,1,1,4,1,1,3,4,5,4,5,1,0,0
satisfied,Male,Loyal Customer,48,Business travel,Business,3484,5,5,5,5,5,4,4,3,3,4,3,5,3,3,5,0
dissatisfied,Male,Loyal Customer,36,Business travel,Business,368,3,2,2,2,4,4,3,3,3,3,3,4,3,2,54,29
satisfied,Male,Loyal Customer,60,Business travel,Business,1763,3,3,3,3,3,3,4,4,4,4,4,3,4,5,0,0
dissatisfied,Male,Loyal Customer,30,Business travel,Eco Plus,1164,3,5,5,5,3,3,3,3,2,3,3,2,4,3,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Business,3260,1,1,1,4,5,1,1,5,4,3,5,4,5,5,15,3
satisfied,Male,Loyal Customer,62,Business travel,Business,1626,1,1,1,1,5,3,5,5,5,5,5,4,5,5,13,11
satisfied,Male,Loyal Customer,59,Business travel,Business,1044,2,2,2,2,4,5,4,4,4,4,4,5,4,5,10,0
dissatisfied,Female,Loyal Customer,33,Business travel,Business,3061,2,4,4,4,2,4,3,2,2,2,2,3,2,4,51,29
satisfied,Male,Loyal Customer,46,Business travel,Business,251,0,0,0,3,4,4,5,1,1,1,1,3,1,3,70,72
dissatisfied,Male,Loyal Customer,37,Personal Travel,Business,1221,3,4,3,4,2,5,4,4,4,3,3,3,4,5,4,0
dissatisfied,Female,disloyal Customer,32,Business travel,Eco,2077,4,4,4,4,4,4,4,4,4,4,3,2,4,4,0,20
dissatisfied,Male,disloyal Customer,29,Business travel,Business,1948,1,2,2,3,2,2,2,2,3,5,3,4,3,2,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1703,4,4,4,4,4,4,4,4,2,2,4,1,4,4,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1716,3,4,3,3,4,3,4,4,4,4,3,1,4,4,0,2
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1728,3,0,3,3,3,3,3,3,4,5,3,3,2,3,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2162,3,3,3,3,3,5,4,4,4,4,4,5,4,3,0,8
dissatisfied,Male,Loyal Customer,40,Business travel,Business,3371,3,2,2,2,4,4,4,3,3,4,3,2,3,2,50,50
satisfied,Female,Loyal Customer,54,Business travel,Eco,534,4,1,1,1,2,4,5,4,4,4,4,1,4,1,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2366,3,1,4,3,4,4,4,4,1,5,2,3,2,4,0,0
